#Probeset  	10h_control	      10h	      14h	      18h	      24h
212016_s_at	   9.620616	 9.626154	 9.885677	 9.887927	 9.280217
212039_x_at	  12.588327	12.445318	12.529977	12.484695	12.415998
212042_x_at	   12.11302	11.958705	12.175557	12.174234	11.945886
212046_x_at	   7.692246	 8.214217	 7.808325	 7.799762	 8.396989
212085_at  	   11.16948	11.251725	11.543841	11.513643	11.196278
212105_s_at	   8.169417	 6.498441	 6.368283	 6.472633	 6.421425
212107_s_at	   9.046327	 7.713868	 8.364747	 8.135504	  7.54493
212141_at  	   9.174281	 8.639639	 8.804727	 8.851238	 8.499882
212142_at  	    8.49455	 7.539542	  7.84128	 7.841746	 7.515678
212171_x_at	   7.988709	 8.058714	  8.13448	 8.067073	 8.027138
212173_at  	    7.28473	 7.401494	  7.29265	 7.503228	 6.893163
212174_at  	   8.384702	 7.383795	 7.552122	 7.853089	 6.417591
212175_s_at	   9.536441	 8.831417	  8.94324	 9.065885	 8.876733
212186_at  	   8.079548	 7.947875	  7.83708	 7.714796	 7.523639
212191_x_at	  12.093969	 11.96466	12.103158	12.033764	11.969696
212218_s_at	   8.664305	 8.741615	 8.434342	 8.846307	 8.642844
212224_at  	   3.472883	 3.624168	 3.605889	 3.680708	 4.747297
212226_s_at	   5.960559	 5.658744	 5.687437	 5.463578	 5.420396
212230_at  	   4.942079	 4.904737	 5.333364	 4.873094	 5.036179
212266_s_at	   9.024131	 8.573558	 9.191127	 9.097323	 8.577876
212270_x_at	  12.622311	  12.5322	12.657224	12.652589	12.546949
212296_at  	  10.379597	  9.65914	 9.988616	 10.02746	 9.320908
212312_at  	   7.960803	 8.104791	 8.279502	 8.635901	 8.135587
212330_at  	   8.575978	 7.954031	 7.585932	 7.689139	    7.526
212351_at  	   7.829288	 7.721493	 7.575629	 7.851012	 8.087782
212360_at  	   7.609088	 7.478603	 7.818295	 7.823467	 7.889689
212378_at  	   7.896507	 7.042647	 7.092032	 7.357153	 6.625945
212379_at  	   8.599435	 8.245275	 8.651208	 8.251792	 8.596888
212429_s_at	   7.968555	 7.265395	 7.080471	 7.274762	 7.283638
212433_x_at	  12.776936	12.520867	 12.62932	  12.6302	12.470819
212464_s_at	   5.113175	 5.341345	 5.186969	  5.20749	 5.034874
212490_at  	   5.676547	 5.727901	 5.265049	 5.428639	 5.515384
212491_s_at	   8.374802	 7.972696	 8.280409	 8.452998	 8.160535
212525_s_at	   7.295649	 7.647826	 7.375368	 7.640539	 7.893816
212533_at  	   8.358839	 6.385384	 6.663542	 6.731612	 6.354045
212537_x_at	  12.602394	12.631152	12.692209	12.631123	12.617154
212568_s_at	   7.605471	 6.005372	 5.668046	 6.276104	 5.294009
212578_x_at	  12.798212	12.769934	12.858527	12.800725	12.687417
212581_x_at	  13.176182	12.919657	 12.91757	12.993747	12.975232
212626_x_at	  10.587549	10.480381	10.730792	 10.44212	 9.868119
212667_at  	   4.556588	 4.630852	 5.375219	 4.802965	 4.575117
212694_s_at	   9.026461	 8.392817	 8.329328	 8.347111	  7.43769
212716_s_at	  10.043334	  9.39229	 9.722591	 9.859861	 8.693368
212718_at  	  10.214479	 9.158308	 9.337267	 9.247114	 8.406187
212720_at  	   8.496595	 6.220731	 6.209975	 6.353138	 5.895935
212734_x_at	  12.712156	12.654367	12.874179	12.842048	12.661931
212739_s_at	   7.625961	 7.819266	 7.827639	 8.098628	 7.790285
212782_x_at	  10.052274	 9.865619	 9.925464	10.063108	 9.405817
212790_x_at	  13.177159	12.974195	13.032452	13.037567	13.004944
212826_s_at	  11.296616	11.432634	11.552398	11.695771	11.199195
212836_at  	   6.624346	 5.660374	  6.31374	 6.102755	 5.611951
212933_x_at	  11.698873	11.793733	11.858185	12.010428	11.720484
212955_s_at	   8.423475	 8.074126	 7.994791	 8.358433	 7.580253
213011_s_at	  10.971125	10.620147	10.697464	10.753887	10.337161
213041_s_at	   7.921658	 8.380944	 8.360407	 8.552249	  8.04248
213080_x_at	  12.177579	12.075386	 12.29697	12.164402	12.005799
213090_s_at	   6.663714	 5.670782	 5.417055	 5.574927	 6.112522
213093_at  	    5.64919	 5.312076	 5.344154	  5.00726	 4.862553
213121_at  	   5.115234	 6.501346	 6.592157	 5.941659	 7.036349
213149_at  	   6.779773	 5.978874	 5.829249	 5.781504	 5.712052
213175_s_at	   11.56822	11.652597	11.677375	11.753917	 11.39675
213203_at  	   8.358851	  7.46725	 7.545253	  7.60247	 6.566269
213222_at  	   4.866781	  4.78956	 4.722798	 5.009671	 4.437584
